,id,NB,LR,VD
716,802121462161281024,neutral,neutral,neutral
717,802122948458978944,neutral,neutral,neutral
718,802125028695408000,negative,negative,negative
719,802125440492204032,negative,neutral,neutral
720,802129357179408000,negative,neutral,neutral
721,802130381486984960,negative,neutral,neutral
722,802130384175632000,neutral,neutral,positive
723,802133587344706944,negative,neutral,neutral
724,802134113465536000,negative,neutral,neutral
725,802134801297902976,positive,positive,neutral
726,802135906845096960,neutral,neutral,neutral
727,802137345839468032,neutral,neutral,neutral
728,802137721523342976,positive,neutral,neutral
729,802139730330733952,neutral,neutral,neutral
730,802141534300802944,negative,negative,negative
731,802141743198208000,negative,neutral,neutral
732,802142175077235968,neutral,neutral,positive
733,802142951736478976,neutral,neutral,neutral
734,802145871169196032,neutral,neutral,neutral
735,802154519568071936,neutral,neutral,neutral
736,802154764469464960,positive,positive,positive
737,802155484622953984,negative,positive,positive
738,802156726418078976,negative,neutral,neutral
739,802156926490606976,negative,neutral,neutral
740,802157061853187968,neutral,neutral,neutral
741,802157111178365952,negative,neutral,neutral
742,802159812620455040,neutral,neutral,neutral
743,802160630119575040,neutral,neutral,neutral
744,802161135805987968,neutral,neutral,neutral
745,802161269851783040,negative,negative,neutral
746,802163280076795008,negative,negative,neutral
747,802163283339968000,neutral,neutral,neutral
748,802164330787643008,negative,neutral,neutral
749,802164977889148032,positive,neutral,neutral
750,802165657664109952,neutral,neutral,neutral
751,802166304979512960,neutral,neutral,neutral
752,802169294666813056,positive,neutral,positive
753,802170784034816000,negative,negative,negative
754,802172240687169024,neutral,neutral,neutral
755,802172789901901056,negative,positive,neutral
756,802173134732409984,negative,negative,negative
757,802173218765278976,negative,neutral,positive
758,802174240279687040,negative,negative,neutral
759,802176384512696064,negative,neutral,neutral
760,802176625177721984,neutral,neutral,neutral
761,802177061221780992,negative,neutral,neutral
762,802177432933564032,negative,neutral,positive
763,802178218698664960,negative,negative,neutral
764,802178249497394944,neutral,neutral,negative
765,802178773487586944,negative,negative,neutral
766,802179070062627968,negative,negative,positive
767,802179719219252992,negative,neutral,neutral
768,802179907224801024,neutral,neutral,neutral
769,802180244149070976,negative,negative,positive
770,802180317075435008,neutral,positive,neutral
771,802181589304306944,negative,neutral,neutral
772,802184040820461056,negative,neutral,neutral
773,802184483143289984,negative,negative,negative
774,802184504580377984,negative,negative,negative
775,802186588457405952,negative,negative,neutral
776,802187561473048064,neutral,positive,neutral
777,802187649599597952,neutral,neutral,neutral
778,802189332878594048,neutral,neutral,neutral
779,802189913927991040,negative,neutral,neutral
780,802190703363244032,negative,negative,negative
781,802191376809159936,negative,neutral,negative
782,802191789180546944,negative,negative,negative
783,802193426536078976,negative,neutral,neutral
784,802197890743598976,neutral,neutral,neutral
785,802198711577313024,negative,negative,negative
786,802198817684802944,negative,negative,negative
787,802199015467184000,negative,neutral,neutral
788,802202737098312960,neutral,neutral,positive
789,802204083796999936,positive,neutral,positive
790,802204299006802944,negative,neutral,neutral
791,802205926245731968,negative,negative,neutral
792,802205996005425024,neutral,positive,neutral
793,802210774622109056,negative,neutral,neutral
794,802211502111522048,neutral,neutral,neutral
795,802213127228194048,negative,neutral,neutral
796,802129623605805056,neutral,neutral,neutral
797,802130411505810944,neutral,neutral,neutral
798,802130664279580032,neutral,neutral,neutral
799,802130969532644992,negative,neutral,neutral
800,802133166031076992,negative,negative,neutral
801,802133191968624000,negative,positive,neutral
802,802133745176285056,negative,neutral,negative
803,802133881923207040,negative,negative,negative
804,802134266515693056,negative,neutral,neutral
805,802134788341723008,neutral,neutral,negative
806,802136206440013056,negative,negative,neutral
807,802136757605122048,negative,neutral,neutral
808,802137224301005952,negative,neutral,neutral
809,802138564519726976,negative,neutral,neutral
810,802138865507110016,negative,neutral,neutral
811,802139503540535040,negative,neutral,neutral
812,802139805454740992,positive,positive,positive
813,802140101228760960,neutral,neutral,neutral
814,802140904156957952,negative,negative,neutral
815,802141373646471040,neutral,neutral,neutral
816,802141559881944960,negative,neutral,negative
817,802142152490881024,negative,negative,negative
818,802142575285174016,negative,negative,neutral
819,802142972087299968,neutral,neutral,positive
820,802143334999460992,neutral,neutral,negative
821,802144185713356032,positive,positive,neutral
822,802146025599220992,neutral,neutral,negative
823,802146873331040000,negative,neutral,neutral
824,802146963110166016,negative,neutral,neutral
825,802148014680898944,neutral,neutral,neutral
826,802148523764568064,neutral,neutral,neutral
827,802149759763049984,neutral,neutral,negative
828,802149786291814016,negative,negative,neutral
829,802151656502808064,negative,neutral,negative
830,802153490621595008,negative,negative,neutral
831,802154134916960000,negative,neutral,neutral
832,802154277867289984,neutral,neutral,neutral
833,802156095393459968,neutral,neutral,neutral
834,802156422838546048,negative,negative,negative
835,802156489108585984,negative,negative,neutral
836,802156644868226944,negative,neutral,neutral
837,802157009336286976,negative,negative,neutral
838,802157015720135936,negative,negative,neutral
839,802157677723913984,negative,negative,negative
840,802157834972568960,neutral,positive,neutral
841,802158945670492032,negative,neutral,neutral
842,802159263816806016,negative,neutral,negative
843,802159671167634944,neutral,neutral,neutral
844,802160694464547968,neutral,neutral,neutral
845,802161386667154944,negative,positive,neutral
846,802162264514162048,negative,neutral,negative
847,802162917605043968,positive,neutral,neutral
848,802163171146472960,neutral,neutral,positive
849,802166946330450944,negative,negative,neutral
850,802168868542286976,negative,negative,negative
851,802170347357372032,neutral,neutral,neutral
852,802170478500658944,neutral,neutral,neutral
853,802170672738921984,negative,negative,negative
854,802171872301480960,negative,positive,positive
855,802174289743113984,negative,neutral,neutral
856,802174860038269952,neutral,neutral,negative
857,802175067375292032,positive,positive,positive
858,802180231708770048,negative,negative,negative
859,802182031417425024,negative,neutral,neutral
860,802183028638301952,negative,neutral,negative
861,802183151195982976,negative,neutral,neutral
862,802183474715168000,positive,neutral,neutral
863,802185417533464064,negative,neutral,neutral
864,802187446200990976,neutral,neutral,neutral
865,802189240276749952,neutral,neutral,positive
866,802190221206962048,neutral,neutral,negative
867,802190474479947008,neutral,neutral,neutral
868,802191186425483008,negative,neutral,neutral
869,802193086197726976,negative,neutral,negative
870,802194022202753024,negative,neutral,neutral
871,802194660185751040,negative,negative,neutral
872,802197474349906944,positive,neutral,neutral
873,802199133935332992,negative,neutral,negative
874,802201434758388992,negative,neutral,neutral
875,802201480036019968,negative,neutral,neutral
876,802202808313319040,negative,neutral,neutral
877,802205371934931968,negative,negative,neutral
878,802205646045252992,negative,negative,negative
879,802205690551009024,negative,neutral,negative
880,802205843299048960,neutral,neutral,neutral
881,802206097176002048,neutral,neutral,neutral
882,802206350226770944,neutral,neutral,positive
883,802207972835396992,neutral,neutral,negative
884,802208685996929024,negative,negative,negative
885,802208815227830016,negative,neutral,negative
886,802208851533660032,negative,positive,positive
887,802208872890919936,negative,negative,neutral
888,802209568902233984,negative,neutral,positive
889,802210246408208000,negative,negative,negative
890,802211408620507008,neutral,neutral,neutral
891,802211690213474048,negative,neutral,positive
892,802213915316715008,negative,neutral,neutral
893,802214185493008000,neutral,positive,neutral
894,802214917013176064,neutral,neutral,neutral
895,802216204924488960,negative,negative,negative
896,802193665883926016,positive,positive,neutral
897,802193728794397952,positive,neutral,neutral
898,802193833614331008,positive,positive,neutral
899,802193886538059008,positive,positive,positive
900,802193972701629952,negative,neutral,neutral
901,802194044906564992,neutral,neutral,neutral
902,802204104919395968,negative,neutral,neutral
903,802204144715132032,positive,positive,neutral
904,802204182300290944,neutral,positive,positive
905,802204220099280000,positive,positive,neutral
906,802204293378034944,neutral,neutral,neutral
907,802204380548231040,positive,neutral,neutral
908,802204571082727040,negative,neutral,neutral
909,802204626372029952,neutral,neutral,neutral
910,802204718684638976,negative,positive,neutral
911,802204799521484032,positive,positive,neutral
912,802204819582816000,neutral,neutral,neutral
913,802204860779261056,neutral,neutral,neutral
914,802205034570272000,positive,positive,positive
915,802205056225438976,negative,neutral,positive
916,802205123669852032,neutral,neutral,neutral
917,802205273087687936,negative,neutral,neutral
918,802205428520205952,negative,negative,neutral
919,802205506366569984,positive,positive,neutral
920,802205584334422016,positive,neutral,neutral
921,802205590386855040,positive,positive,neutral
922,802205593519918976,positive,positive,neutral
923,802205702181657984,neutral,negative,neutral
924,802205844154813952,positive,positive,neutral
925,802205944029604992,positive,neutral,neutral
926,802206027106098944,neutral,neutral,neutral
927,802206238100466944,positive,positive,positive
928,802206338554232064,positive,positive,positive
929,802206455558455040,negative,negative,neutral
930,802206464609841024,positive,positive,positive
